,En,VN,IOB,Intent
2526,show me the cheapest flights from san francisco to philadelphia,chỉ cho tôi các chuyến bay rẻ nhất từ ​​san francisco đến philadelphia,O O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
2527,show all flights from pittsburgh to san francisco,hiển thị tất cả các chuyến bay từ pittsburgh đến san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2528,show me round trip tickets from new york to miami,cho tôi xem vé khứ hồi từ New York đến miami,O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_airfare
2529,show me the flights from boston to san francisco that stop in dallas,chỉ cho tôi các chuyến bay từ boston đến san francisco dừng ở dallas,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name,atis_flight
2530,from las vegas to phoenix,từ las vegas đến phượng hoàng,O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
2531,show me the flights from boston to oakland,chỉ cho tôi các chuyến bay từ boston đến Oakland,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2532,i need late flight wednesday from oakland to salt lake city,tôi cần chuyến bay muộn thứ tư từ Oakland đến thành phố hồ muối,O O O B-flight_mod O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,atis_flight
2533,i need information from denver to pittsburgh,tôi cần thông tin từ denver đến pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2534,please list all flights between indianapolis and orlando on the twenty seventh of december,vui lòng liệt kê tất cả các chuyến bay giữa indianapolis và orlando vào ngày 27 tháng 12,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number I-depart_date.day_number O B-depart_date.month_name,atis_flight
2535,okay i'd like a nonstop flight from houston to memphis that arrives in memphis in the early afternoon on tuesday june first,"được rồi, tôi muốn một chuyến bay thẳng từ houston đến memphis sẽ đến memphis vào đầu giờ chiều ngày thứ ba tháng sáu đầu tiên",O O O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name O O B-depart_time.period_of_day B-arrive_time.period_of_day O B-arrive_date.day_name B-arrive_date.month_name B-arrive_date.day_number,atis_flight
2536,i'd like a flight from boston to san francisco leaving in the afternoon any time please,tôi muốn một chuyến bay từ boston đến san francisco khởi hành vào buổi chiều bất cứ lúc nào,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-depart_time.period_of_day O O O,atis_flight
2537,show me the round trip tickets from baltimore to atlanta,cho tôi xem vé khứ hồi từ Baltimore đến Atlanta,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2538,show me all flights from philadelphia to denver on sunday which leave philadelphia after noon,"chỉ cho tôi tất cả các chuyến bay từ philad Philadelphia đến Denver vào ngày chủ nhật, chuyến bay rời philad Philadelphia sau buổi trưa",O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time,atis_flight
2539,flights between milwaukee and orlando one way,flights between milwaukee and orlando one way,O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip,atis_flight
2540,show me the one way flights from detroit to westchester county,chỉ cho tôi các chuyến bay một chiều từ detroit đến hạt westchester,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2541,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm before 10 pm,sắp xếp việc đi lại cho một chuyến bay khứ hồi từ dallas đến pittsburgh đến sau 8 giờ tối trước 10 giờ tối,O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
2542,i want to go from boston to oakland on united and leave at 838 am which flight should i take,tôi muốn đi từ boston đến Oakland tại United và khởi động lúc 8 giờ 38 phút sáng tôi nên đi bay nào,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O O O B-depart_time.time I-depart_time.time O O O O O,atis_flight
2543,list all united flights from boston to san francisco with fare code qx,liệt kê tất cả các chuyến bay thống nhất từ ​​boston đến san francisco với mã giá vé qx,O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-fare_basis_code,atis_flight
2544,what is restriction ap 80,hạn chế là gì ap 80,O O O O B-restriction_code I-restriction_code,atis_abbreviation
2545,what are the flights from nashville to tacoma on tuesday the eighteenth of may,what are the flights from nashville to tacoma on tuesday the eighteenth of may,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number O B-depart_date.month_name,atis_flight
2546,what type of ground transportation is available at logan airport,loại phương tiện giao thông mặt đất nào có sẵn tại sân bay logan,O O O O O O O O O B-airport_name I-airport_name,atis_ground_service
2547,what flights from indianapolis to memphis,what flights from indianapolis to memphis,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2548,which flights are there on tuesday from san francisco to pittsburgh,có những chuyến bay nào vào thứ ba từ san francisco đến pittsburgh,O O O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
2549,show me flights from washington to boston on friday,show me flights from washington to boston on friday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
2550,what is airline dl,hãng hàng không dl là gì,O O O O B-airline_code,atis_airline
2551,what are the fares for flights between atlanta and dfw provided by american airlines,giá vé cho các chuyến bay giữa atlanta và dfw được cung cấp bởi các hãng hàng không của Mỹ,O O O O O O O O B-fromloc.city_name O B-toloc.airport_code O O B-airline_name I-airline_name,atis_airfare
2552,show me the ground transportation in the salt lake city airport,chỉ cho tôi phương tiện giao thông mặt đất ở sân bay thành phố hồ muối,O O O O O O O O B-airport_name I-airport_name I-airport_name I-airport_name,atis_ground_service
2553,do all the flights to oakland land at the same place,thực hiện tất cả các chuyến bay đến đất liền Oakland ở cùng một nơi,O O O O O O B-toloc.city_name O O O O O,atis_flight
2554,i'm interested in the cheapest fare from washington to fort worth,tôi quan tâm đến giá vé rẻ nhất từ ​​Washington đến pháo đài,O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
2555,please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday,vui lòng chỉ cho tôi các chuyến bay có giá thấp hơn hoặc bằng 466 đô la từ new york đến miami khởi hành vào thứ ba,O O O O O O O B-cost_relative O O O O B-fare_amount I-fare_amount O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name,atis_flight
2556,now i need a flight leaving fort worth and arriving in denver no later than 2 pm next monday,Bây giờ tôi cần một chuyến bay rời pháo đài xứng đáng và đến Denver không hơn 2 giờ chiều thứ hai tới,O O O O O O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative I-arrive_time.time_relative I-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name,atis_flight
2557,all flights from boston to washington dc on the tenth of november,tất cả các chuyến bay từ boston đến washington dc vào ngày 10 tháng 11,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_number O B-depart_date.month_name,atis_flight
2558,ground transportation philadelphia,phương tiện giao thông mặt đất philad Philadelphia,O O O B-city_name,atis_ground_service
2559,i want the flights from toronto to san diego that stop in st. louis,tôi muốn các chuyến bay từ Toronto đến san diego dừng ở st. louis,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name I-stoploc.city_name,atis_flight
2560,hi i need to go from cincinnati to san jose california after 6 pm on saturday,hi i need to go from cincinnati to san jose california after 6 pm on saturday,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
2561,show me the flights from love field,show me the flights from love field,O O O O O O B-fromloc.airport_name I-fromloc.airport_name,atis_flight
2562,show me flights from pittsburgh to philadelphia,show me flights from pittsburgh to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2563,while i'm in pittsburgh what ground transportation is available,while i'm in pittsburgh what ground transportation is available,O O O O B-city_name O O O O O,atis_ground_service
2564,show me the flights from denver to philadelphia and the flights from pittsburgh to philadelphia,chỉ cho tôi các chuyến bay từ denver đến philadelphia và các chuyến bay từ pittsburgh đến philadelphia,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2565,what airplane types fly from pittsburgh to baltimore,những loại máy bay nào bay từ Pittsburgh đến Baltimore,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_aircraft
2566,list the flights from dallas to san francisco on american airlines,liệt kê các chuyến bay từ dallas đến san francisco trên các hãng hàng không của Mỹ,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name,atis_flight
2567,train to newark,đào tạo đến newark,O B-transport_type O B-city_name,atis_ground_service
2568,what flights go to san francisco from boston,what flights go to san francisco from boston,O O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name,atis_flight
2569,show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday,show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name,atis_flight
2570,list evening flights tomorrow from phoenix to detroit,liệt kê các chuyến bay buổi tối ngày mai từ Phoenix đến Detroit,O O B-depart_time.period_of_day O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name,atis_flight
2571,what is the earliest flight going from san francisco to dallas on monday august nineteenth,"chuyến bay sớm nhất đi từ san francisco đến dallas vào thứ hai, tháng tám, ngày 19 là gì",O O O O B-flight_mod O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number,atis_flight
2572,i would like to originate my flight in washington dc stop in denver with the destination city of san francisco,i would like to originate my flight in washington dc stop in denver with the destination city of san francisco,O O O O O O O O O B-fromloc.city_name B-fromloc.state_code O O B-stoploc.city_name O O O O O B-toloc.city_name I-toloc.city_name,atis_flight
2573,what's the fare for delta flight 217 from dallas to san francisco,what's the fare for delta flight 217 from dallas to san francisco,O O O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
2574,what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh,what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh,O O O O B-flight_time O O O O O O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight_time
2575,flights between new york and san jose,flights between new york and san jose,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2576,show me all flights from new york to miami on a tuesday with round trip fare less than 932 dollars,hiển thị cho tôi tất cả các chuyến bay từ New York đến miami vào một ngày thứ ba với giá vé khứ hồi dưới 932 đô la,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O B-round_trip I-round_trip O B-cost_relative O B-fare_amount I-fare_amount,atis_flight
2577,what does fare code qo mean,what does fare code qo mean,O O O O O B-fare_basis_code O,atis_abbreviation
2578,what are the flights available in the morning between boston and denver,what are the flights available in the morning between boston and denver,O O O O O O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name,atis_flight
2579,what is the latest flight from washington dc to denver,what is the latest flight from washington dc to denver,O O O O B-flight_mod O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name,atis_flight
2580,what does ground transportation look like in oakland,giao thông mặt đất trông như thế nào ở Oakland,O O O O O O O O B-city_name,atis_ground_service
2581,i would like a flight from baltimore to san francisco on twa with a stop in denver,tôi muốn một chuyến bay từ baltimore đến san francisco trên twa với điểm dừng ở denver,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code O O O O B-stoploc.city_name,atis_flight
2582,flight from denver to boston,chuyến bay từ denver đến boston,O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2583,show me all nationair flights from toronto,show me all nationair flights from toronto,O O O O B-airline_name O O B-fromloc.city_name,atis_flight
2584,what is the abbreviation for canadian airlines international,tên viết tắt của canadian airlines international là gì,O O O O O O B-airline_name I-airline_name I-airline_name,atis_abbreviation
2585,list the flights from houston to st. paul,list the flights from houston to st. paul,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2586,how much does it cost to fly from boston to atlanta,mất bao nhiêu tiền để bay từ Boston đến atlanta,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2587,what airline is dl,hãng hàng không dl là gì,O O O O B-airline_code,atis_airline
2588,i'd like a flight on united airlines from dallas to san francisco that leaves after 815 am,"tôi muốn một chuyến bay của các hãng hàng không thống nhất từ ​​dallas đến san francisco, khởi hành sau 8 giờ 15 sáng",O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
2589,what are the flight numbers of the flights which go from san francisco to washington via indianapolis,what are the flight numbers of the flights which go from san francisco to washington via indianapolis,O O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name,atis_flight_no
2590,looking for a flight from cleveland to dallas,tìm kiếm một chuyến bay từ cleveland đến dallas,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2591,630 am flight on august twenty seventh from atlanta to dallas,630 giờ sáng chuyến bay vào ngày 27 tháng 8 từ atlanta đến dallas,O B-depart_time.time I-depart_time.time O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name,atis_flight
2592,flights between tampa and st. louis,các chuyến bay giữa tampa và st. louis,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2593,show me ground transportation in westchester county,show me ground transportation in westchester county,O O O O O O B-city_name I-city_name,atis_ground_service
2594,is there ground transportation from atlanta airport to downtown atlanta,is there ground transportation from atlanta airport to downtown atlanta,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name,atis_ground_service
2595,show me all the flights out of boston today,show me all the flights out of boston today,O O O O O O O O B-fromloc.city_name B-depart_date.today_relative,atis_flight
2596,what type of aircraft leaves from boston to washington dc before 9 am,what type of aircraft leaves from boston to washington dc before 9 am,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_aircraft
2597,i'd like to see flights from pittsburgh to atlanta,tôi muốn xem các chuyến bay từ pittsburgh đến atlanta,O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2598,i'd like a flight from st. petersburg to miami on that next thursday,tôi muốn một chuyến bay từ st. petersburg đến miami vào ngày thứ năm tiếp theo,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.date_relative B-depart_date.day_name,atis_flight
2599,give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee,give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee,O O O O B-flight_mod O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
2600,what flights from atlanta to st. louis on tuesday arriving around 230 pm,what flights from atlanta to st. louis on tuesday arriving around 230 pm,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
2601,what flights from detroit to st. petersburg,what flights from detroit to st. petersburg,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2602,i need a flight from los angeles to pittsburgh on monday afternoon,tôi cần một chuyến bay từ los angeles đến pittsburgh vào chiều thứ hai,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
2603,is there an early morning delta airlines flight between boston and washington,có chuyến bay của hãng hàng không delta vào sáng sớm giữa boston và washington không,O O O O B-depart_time.period_of_day B-depart_time.period_of_day B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2604,what airlines fly from toronto to san diego with a stopover in denver,what airlines fly from toronto to san diego with a stopover in denver,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_airline
2605,i need a flight from cincinnati to san jose leaving after 6 in the evening,tôi cần một chuyến bay từ cincinnati đến san jose khởi hành sau 6 giờ tối,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day,atis_flight
2606,show me the one way flight from detroit to westchester county with the highest fare,chỉ cho tôi chuyến bay một chiều từ detroit đến hạt westchester với giá vé cao nhất,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-cost_relative O,atis_flight
2607,is there a flight between oakland and boston with a stopover in dallas fort worth on twa,is there a flight between oakland and boston with a stopover in dallas fort worth on twa,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_code,atis_flight
2608,what kind of ground transportation is there in philadelphia,có loại phương tiện giao thông mặt đất nào ở philad Philadelphia,O O O O O O O O O B-city_name,atis_ground_service
2609,give me flights from pittsburgh to baltimore,give me flights from pittsburgh to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2610,i'd like to fly from boston to baltimore,tôi muốn bay từ boston đến baltimore,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2611,list all the flights that takeoff from general mitchell international,liệt kê tất cả các chuyến bay cất cánh từ quốc tế mitchell chung,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name,atis_flight
2612,what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am,what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
2613,hello i would like to plan a flight from boston to denver,hello i would like to plan a flight from boston to denver,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2614,give me all the flights from miami to chicago on american airlines,cung cấp cho tôi tất cả các chuyến bay từ Miami đến Chicago trên các hãng hàng không của Mỹ,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
2615,atlanta ground transportation,vận chuyển mặt đất atlanta,O B-city_name O O,atis_ground_service
2616,show me the cheapest one way fares from san diego to miami,chỉ cho tôi giá vé một chiều rẻ nhất từ ​​san diego đến miami,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_airfare
2617,flights from baltimore to washington dc,flights from baltimore to washington dc,O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code,atis_flight
2618,what is the earliest flight that has no stops from washington to san francisco on friday,chuyến bay sớm nhất không có điểm dừng từ washington đến san francisco vào thứ sáu là gì,O O O O B-flight_mod O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
2619,list all flights leaving denver on continental on sunday after 2134,liệt kê tất cả các chuyến bay rời denver trên lục địa vào chủ nhật sau 2134,O O O O O B-fromloc.city_name O B-airline_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time,atis_flight
2620,i would like to fly from denver to pittsburgh and atlanta,tôi muốn bay từ denver đến pittsburgh và atlanta,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name,atis_flight
2621,what is the least expensive flight from pittsburgh to atlanta leaving on october fifth,what is the least expensive flight from pittsburgh to atlanta leaving on october fifth,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number,atis_flight
2622,please show me flights from philadelphia to baltimore between 10 am and 2 pm,vui lòng chỉ cho tôi các chuyến bay từ philad Philadelphia đến Baltimore từ 10 giờ sáng đến 2 giờ chiều,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time,atis_flight
2623,how much does flight ua 297 from denver to san francisco cost,chuyến bay ua 297 từ Denver đến San francisco giá bao nhiêu,O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
2624,show all flights from denver to san francisco,hiển thị tất cả các chuyến bay từ denver đến san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2625,on november twenty third what flights go from atlanta to denver on delta airlines,vào ngày 23 tháng 11 có những chuyến bay nào đi từ Atlanta đến Denver trên các hãng hàng không đồng bằng,O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
2626,what ground transportation is available in dallas tomorrow,what ground transportation is available in dallas tomorrow,O O O O O O O B-city_name B-today_relative,atis_ground_service
2627,am flights from atlanta to philadelphia,am flights from atlanta to philadelphia,O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2628,what does the fare code y mean,what does the fare code y mean,O O O O O O B-fare_basis_code O,atis_abbreviation
2629,what american airlines flights depart milwaukee for phoenix on saturday or sunday,what american airlines flights depart milwaukee for phoenix on saturday or sunday,O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name,atis_flight
2630,which flights depart burbank after noon and arrive in denver by 6 pm,which flights depart burbank after noon and arrive in denver by 6 pm,O O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
2631,show me the flights before 11 am on august second from boston to denver on delta,chỉ cho tôi các chuyến bay trước 11 giờ sáng ngày thứ hai tháng 8 từ boston đến denver trên delta,O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-airline_name,atis_flight
2632,give me flights from san francisco to boston on thursday afternoon,cho tôi chuyến bay từ san francisco đến boston vào chiều thứ năm,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
2633,what is the cost of limousine service at logan airport,chi phí dịch vụ xe limousine tại sân bay logan là bao nhiêu,O O O O O O B-transport_type O O B-airport_name I-airport_name,atis_ground_fare
2634,information on round trip flights from pittsburgh to san francisco first class,thông tin về các chuyến bay khứ hồi từ pittsburgh đến san francisco hạng nhất,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-class_type I-class_type,atis_flight
2635,explain the restriction ap 57,explain the restriction ap 57,O O O O B-restriction_code I-restriction_code,atis_abbreviation
2636,i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta,i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta,O O O O O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
2637,what is airline ff,what is airline ff,O O O O B-airline_code,atis_airline
2638,is there ground transportation from the airport to downtown phoenix,is there ground transportation from the airport to downtown phoenix,O O O O O O O O O O B-toloc.city_name,atis_ground_service
2639,does flight dl 323 dl 229 from boston to denver stop in philadelphia,does flight dl 323 dl 229 from boston to denver stop in philadelphia,O O O B-airline_code B-flight_number B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name,atis_flight
2640,i'd like to fly from tampa to montreal,tôi muốn bay từ Tampa đến Montreal,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2641,show me us air fares for next sunday from miami to cleveland,cho tôi xem giá vé máy bay cho ngày chủ nhật tiếp theo từ miami đến cleveland,O O O B-airline_name I-airline_name O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,atis_airfare
2642,show me the flights from san francisco to dallas,chỉ cho tôi các chuyến bay từ san francisco đến dallas,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
2643,i would like the flight from atlanta to denver that has the cheapest one way fare,i would like the flight from atlanta to denver that has the cheapest one way fare,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-cost_relative B-round_trip I-round_trip O,atis_flight
2644,is there a flight from charlotte to newark on tuesday evening,có chuyến bay từ charlotte đến newark vào tối thứ ba không,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
2645,how many people fly on a turboprop,có bao nhiêu người bay trên máy bay phản lực cánh quạt,O O O O O O O O,atis_capacity
2646,i need a return flight from chicago to kansas city leaving chicago around 7 in the evening next thursday,i need a return flight from chicago to kansas city leaving chicago around 7 in the evening next thursday,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day B-depart_date.date_relative B-depart_date.day_name,atis_flight
2647,what economy flights are available from dallas to baltimore on december seventeenth,có những chuyến bay hạng phổ thông nào từ dallas đến Baltimore vào ngày mười tháng mười hai 17,O O B-economy O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
2648,what does the fare code f and fn mean,mã giá vé f và fn nghĩa là gì,O O O O O O B-fare_basis_code O O O,atis_abbreviation
2649,how do i get to philadelphia downtown from the airport,how do i get to philadelphia downtown from the airport,O O O O O O B-toloc.city_name O O O O,atis_ground_service
2650,could you find me a flight from boston to san francisco that stops in denver,bạn có thể tìm cho tôi một chuyến bay từ boston đến san francisco dừng lại ở Denver không,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name,atis_flight
2651,what ground transportation is there in denver,có phương tiện giao thông mặt đất nào ở Denver,O O O O O O O B-city_name,atis_ground_service
2652,fare code y what does that mean,fare code y what does that mean,O O O B-fare_basis_code O O O O,atis_abbreviation
2653,which flight is a one way fare at 329 dollars from denver to pittsburgh,which flight is a one way fare at 329 dollars from denver to pittsburgh,O O O O O B-round_trip I-round_trip O O B-fare_amount I-fare_amount O B-fromloc.city_name O B-toloc.city_name,atis_flight
2654,i am also interested in a flight that runs from st. louis to las vegas,i am also interested in a flight that runs from st. louis to las vegas,O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
2655,show me the evening flights from philadelphia to baltimore,chỉ cho tôi các chuyến bay buổi tối từ Philadelphia đến Baltimore,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
2656,what kind of aircraft is used on a flight from cleveland to dallas,loại máy bay nào được sử dụng trên chuyến bay từ cleveland đến dallas,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_aircraft
