,En,VN,IOB,Intent
3661,show me flights from boston to pittsburgh after 1700 hours on wednesday,chỉ cho tôi các chuyến bay từ boston đến pittsburgh sau 1700 giờ vào thứ tư,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
3662,dl 296 denver to philadelphia what is the fare,dl 296 denver đến Philadelphia giá vé là bao nhiêu,O B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O O,atis_airfare
3663,show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon,chỉ cho tôi các chuyến bay vào chủ nhật đi từ san francisco đến boston hạng nhất bay thẳng khởi hành sau 12 giờ trưa,O O O O O B-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-flight_stop B-class_type I-class_type O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
3664,which delta flights fly from boston to philadelphia,các chuyến bay delta nào bay từ Boston đến Philadelphia,O O B-airline_name O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3665,show flights from pittsburgh to oakland,hiển thị các chuyến bay từ pittsburgh đến Oakland,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3666,please give me the flights from san francisco to washington dc,làm ơn cho tôi các chuyến bay từ san francisco đến washington dc,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code,atis_flight
3667,what flights are there from indianapolis to orlando,có những chuyến bay nào từ indianapolis đến orlando,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3668,give me the latest flight tomorrow on united airlines from milwaukee to tacoma,cho tôi chuyến bay muộn nhất vào ngày mai trên các hãng hàng không thống nhất từ ​​milwaukee đến tacoma,O O O O B-flight_mod O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
3669,what flights leave boston and arrive in philadelphia before 7 am,những chuyến bay nào rời boston và đến philad Philadelphia trước 7 giờ sáng,O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
3670,can you show me what fares are available from oakland to dallas on december sixteenth one way only,bạn có thể chỉ cho tôi giá vé nào có sẵn từ Oakland đến dallas vào ngày 16 tháng 12 một cách duy nhất được không,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number B-round_trip I-round_trip O,atis_airfare
3671,do you have a united flight from dallas to san francisco,bạn có chuyến bay thống nhất từ ​​dallas đến san francisco không,O O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
3672,show me the flights available from san francisco to pittsburgh for tuesday and also the price,cho tôi xem các chuyến bay có sẵn từ san francisco đến pittsburgh vào thứ ba và cả giá,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O O,atis_flight
3673,list flights between oakland and san francisco,liệt kê các chuyến bay giữa Oakland và san francisco,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
3674,what is the latest flight leaving washington for denver,chuyến bay muộn nhất rời khỏi Washington để đến Denver là gì,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3675,i need a flight after 6 pm on wednesday from oakland to salt lake city,tôi cần một chuyến bay sau 6 giờ chiều ngày thứ tư từ Oakland đến thành phố hồ muối,O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name,atis_flight
3676,show me some information on making a reservation from philadelphia to denver on sunday,chỉ cho tôi một số thông tin về cách đặt chỗ từ philad Philadelphia đến Denver vào chủ nhật,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
3677,only show continental flights,chỉ hiển thị các chuyến bay lục địa,O O O B-airline_name O,atis_flight
3678,flights from westchester county to st. paul,các chuyến bay từ hạt westchester đến st. paul,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
3679,tell me about ground transportation between orlando international and orlando,cho tôi biết về vận chuyển mặt đất giữa orlando quốc tế và orlando,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name,atis_ground_service
3680,earliest flight from atlanta to philadelphia,chuyến bay sớm nhất từ ​​atlanta đến philadelphia,O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3681,what is the least expensive business class flight between atlanta and dallas,chuyến bay hạng thương gia rẻ nhất giữa atlanta và dallas là gì,O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3682,on monday show me flights from baltimore to dallas,"vào thứ hai, cho tôi xem các chuyến bay từ Baltimore đến dallas",O O B-depart_date.day_name O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3683,find me the earliest flight from boston to atlanta and the latest return to boston on the same day,tìm cho tôi chuyến bay sớm nhất từ ​​boston đến atlanta và chuyến bay trở lại boston muộn nhất vào cùng ngày,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-flight_mod O O B-toloc.city_name O O O B-return_date.date_relative,atis_flight
3684,list all flights from nashville to seattle,liệt kê tất cả các chuyến bay từ nashville đến Seattle,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3685,information on flights from boston to washington,thông tin về các chuyến bay từ Boston đến washington,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3686,show me the flights on twa to atlanta in the morning,chỉ cho tôi các chuyến bay trên twa đến atlanta vào buổi sáng,O O O O O O B-airline_code O B-toloc.city_name O O B-depart_time.period_of_day,atis_flight
3687,i want a flight from boston to denver that stops in pittsburgh,tôi muốn một chuyến bay từ boston đến denver dừng ở pittsburgh,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name,atis_flight
3688,is there limo service at pittsburgh airport,có dịch vụ xe limo ở sân bay pittsburgh không,O O O B-transport_type O O B-airport_name I-airport_name,atis_ground_service
3689,list the flights from philadelphia to san francisco which have a layover in dallas,liệt kê các chuyến bay từ Philadelphia đến san francisco có chuyến dừng chân ở dallas,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name,atis_flight
3690,i want to fly from cleveland to san diego tomorrow and stop in indianapolis,tôi muốn bay từ cleveland đến san diego vào ngày mai và dừng lại ở indianapolis,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.today_relative O O O B-stoploc.city_name,atis_flight
3691,i want to fly from boston to dallas,tôi muốn bay từ boston đến dallas,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3692,show me the coach fares from baltimore to dallas,cho tôi xem giá vé xe khách từ Baltimore đến dallas,O O O O B-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
3693,flights to baltimore,các chuyến bay đến Baltimore,O O O B-toloc.city_name,atis_flight
3694,what is your last trip from washington to boston on august twenty seventh,chuyến đi cuối cùng của bạn từ washington đến boston vào ngày 27 tháng 8 là gì,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
3695,show me the flights from san francisco to washington dc,chỉ cho tôi các chuyến bay từ san francisco đến washington dc,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code,atis_flight
3696,are there any continental flights between dallas and boston,có chuyến bay lục địa nào giữa dallas và boston không,O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3697,show me the flights from philadelphia to dallas with a stop in atlanta,chỉ cho tôi các chuyến bay từ philadelphia đến dallas với một điểm dừng ở atlanta,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_flight
3698,i am interested in a flight on american airlines from dallas to washington,tôi quan tâm đến một chuyến bay của các hãng hàng không của Mỹ từ dallas đến washington,O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
3699,show me all flights from pittsburgh to philadelphia which arrive before 8 o'clock am on wednesday,chỉ cho tôi tất cả các chuyến bay từ pittsburgh đến philadelphia đến trước 8 giờ sáng ngày thứ tư,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name,atis_flight
3700,show me flights from boston to washington on monday,chỉ cho tôi các chuyến bay từ boston đến washington vào thứ hai,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
3701,all one way flights between boston and philadelphia,tất cả các chuyến bay một chiều giữa boston và philadelphia,O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3702,i'd like to buy a coach class ticket from denver to atlanta with a stopover in pittsburgh,tôi muốn mua một vé hạng xe khách từ Denver đến Atlanta với điểm dừng chân ở pittsburgh,O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_airfare
3703,i would like to plan a flight on american airlines from boston to denver,tôi muốn lên kế hoạch cho một chuyến bay của các hãng hàng không của Mỹ từ boston đến denver,O O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
3704,what flights from houston to milwaukee on friday in the evening on american airlines,Chuyến bay nào từ houston đến Milwaukee vào buổi tối thứ sáu trên các hãng hàng không của Mỹ,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-depart_time.period_of_day O B-airline_name I-airline_name,atis_flight
3705,show me us air flights from pittsburgh to san francisco first class on monday,chỉ cho tôi các chuyến bay từ pittsburgh đến san francisco hạng nhất vào thứ hai,O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-class_type I-class_type O B-depart_date.day_name,atis_flight
3706,please show me flights from boston to denver with a stopover in philadelphia,vui lòng chỉ cho tôi các chuyến bay từ boston đến denver có điểm dừng ở philad Philadelphia,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_flight
3707,i need a flight from charlotte to newark leaving today evening,tôi cần một chuyến bay từ charlotte đến newark để khởi hành vào tối hôm nay,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day,atis_flight
3708,flights from pittsburgh to baltimore between 10 am and 2 pm,các chuyến bay từ pittsburgh đến Baltimore từ 10 giờ sáng đến 2 giờ chiều,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time,atis_flight
3709,on friday i need to see all flights that leave atlanta and arrive in dallas before 6 pm,"vào thứ sáu, tôi cần xem tất cả các chuyến bay rời atlanta và đến dallas trước 6 giờ chiều",O O B-depart_date.day_name O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
3710,list the flights from san francisco to philadelphia on american airlines,liệt kê các chuyến bay từ San francisco đến Philadelphia trên các hãng hàng không của Mỹ,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
3711,could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,bạn có thể vui lòng tìm cho tôi một chuyến bay thẳng từ Atlanta đến Baltimore trên chiếc boeing 757 đến lúc 7 giờ tối được không,O O O O O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name O O O B-aircraft_code O O B-arrive_time.time I-arrive_time.time,atis_flight
3712,i would like to find the cheapest one way fare from boston to oakland,tôi muốn tìm giá vé một chiều rẻ nhất từ ​​boston đến Oakland,O O O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
3713,what flights are there from houston to dallas,có những chuyến bay nào từ houston đến dallas,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3714,how expensive is the san francisco limousine service,dịch vụ xe limousine của san francisco đắt bao nhiêu,O O O O O B-city_name I-city_name B-transport_type O,atis_ground_fare
3715,what are the flights from dallas to boston for tomorrow night or evening,các chuyến bay từ dallas đến boston vào đêm mai hoặc tối mai là gì,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.today_relative B-depart_time.period_of_day B-or B-depart_time.period_of_day,atis_flight
3716,please list available ground transportation in pittsburgh,vui lòng liệt kê các phương tiện giao thông mặt đất có sẵn ở pittsburgh,O O O O O O O B-city_name,atis_ground_service
3717,is there a united flight from baltimore to san francisco on the morning of august twenty seventh,có một chuyến bay thống nhất từ ​​baltimore đến san francisco vào sáng ngày 28 tháng 8 không,O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
3718,an american airlines flight first class from philadelphia to dallas,một hãng hàng không Mỹ chuyến bay hạng nhất từ ​​philad Philadelphia đến dallas,O O B-airline_name I-airline_name O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name,atis_flight
3719,what is the cheapest round trip fare on continental 1291 round trip denver san francisco,giá vé khứ hồi rẻ nhất trên lục địa 1291 khứ hồi denver san francisco là gì,O O O O B-cost_relative B-round_trip I-round_trip O O B-airline_name B-flight_number B-round_trip I-round_trip B-fromloc.city_name B-fromloc.city_name I-fromloc.city_name,atis_airfare
3720,what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon,loại máy bay nào được sử dụng trên chuyến bay từ atlanta đến Philadelphia trước 12 giờ trưa,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_aircraft
3721,what does the abbreviation ua mean,chữ viết tắt ua có nghĩa là gì,O O O O O B-airline_code O,atis_abbreviation
3722,thank you very much now can you help me with information on flights from boston to atlanta,cảm ơn bạn rất nhiều bây giờ bạn có thể giúp tôi thông tin về các chuyến bay từ boston đến atlanta được không,O O O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3723,how much does flight ua 270 from denver to philadelphia cost,chuyến bay ua 270 từ denver đến philadelphia giá bao nhiêu,O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
3724,may i have a listing of flights on monday from minneapolis to long beach california please,cho tôi xin danh sách các chuyến bay vào thứ hai từ minneapolis đến bãi biển dài California được không,O O O O O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O,atis_flight
3725,what's the last flight from atlanta to boston,chuyến bay cuối cùng từ atlanta đến boston là gì,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3726,show me the evening flights from baltimore to atlanta,chỉ cho tôi các chuyến bay buổi tối từ Baltimore đến Atlanta,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3727,can you show me flights from dallas to atlanta on tuesday night,bạn có thể chỉ cho tôi các chuyến bay từ dallas đến atlanta vào đêm thứ ba được không,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
3728,what flights from phoenix to las vegas on saturday,chuyến bay nào từ Phoenix đến Las vegas vào thứ bảy,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
3729,show me flights with first class reservations from san francisco to pittsburgh for monday,chỉ cho tôi các chuyến bay có đặt chỗ hạng nhất từ ​​san francisco đến pittsburgh vào thứ hai,O O O O O B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
3730,what do you have going from atlanta to philadelphia serving breakfast,bạn sẽ làm gì từ atlanta đến philadelphia phục vụ bữa sáng,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-meal_description,atis_flight
3731,list all flights from pittsburgh to philadelphia,liệt kê tất cả các chuyến bay từ pittsburgh đến philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3732,show me all flights and fares from dallas to san francisco,cho tôi xem tất cả các chuyến bay và giá vé từ dallas đến san francisco,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight #,atis_airfare
3733,i would like to fly from atlanta to philadelphia,tôi muốn bay từ atlanta đến philadelphia,O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3734,i'd like to book a flight from columbus to nashville please,Tôi muốn đặt một chuyến bay từ columbus đến nashville,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
3735,give me flights from atlanta to baltimore,cho tôi chuyến bay từ atlanta đến baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3736,the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday,các chuyến bay rẻ nhất từ ​​atlanta đến philadelphia đến sau 12 giờ đêm vào một ngày thứ ba,O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-arrive_date.day_name,atis_flight
3737,could you tell me about flights from philadelphia to dallas the flights should leave philadelphia in the morning,bạn có thể cho tôi biết về các chuyến bay từ philad Philadelphia đến dallas các chuyến bay nên rời philad Philadelphia vào buổi sáng được không,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-fromloc.city_name O O B-depart_time.period_of_day,atis_flight
3738,give me the flights from salt lake city to new york city arriving before 6 pm,cho tôi các chuyến bay từ thành phố hồ muối đến thành phố new york đến trước 6 giờ chiều,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
3739,round trip flights between new york and miami,các chuyến bay khứ hồi giữa New York và Miami,O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
3740,show the flights from san francisco to pittsburgh,hiển thị các chuyến bay từ san francisco đến pittsburgh,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
3741,locate flights from philadelphia to dallas stopping in hartfield,xác định vị trí các chuyến bay từ Philadelphia đến dallas dừng ở hartfield,O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.airport_name,atis_flight
3742,i'm interested in a flight on american airlines from dallas to washington,tôi quan tâm đến một chuyến bay của hãng hàng không của Mỹ từ dallas đến washington,O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
3743,i would like to fly from denver to boston on wednesday the twenty first,tôi muốn bay từ denver đến boston vào thứ tư ngày 21,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number,atis_flight
3744,are there any flights from denver to pittsburgh with a stopover in atlanta,có chuyến bay nào từ denver đến pittsburgh có điểm dừng ở atlanta không,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_flight
3745,flights from memphis to las vegas on sunday,các chuyến bay từ memphis đến las vegas vào chủ nhật,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
3746,american airlines from phoenix to denver,các hãng hàng không của Mỹ từ Phoenix đến Denver,O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
3747,flights from phoenix to milwaukee,các chuyến bay từ Phoenix đến Milwaukee,O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3748,show me all flights from boston to pittsburgh on wednesday of next week which leave boston after 2 o'clock pm,"hiển thị cho tôi tất cả các chuyến bay từ boston đến pittsburgh vào ngày thứ tư của tuần tới, rời boston sau 2 giờ chiều",O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_flight
3749,can you tell me the flights that go from boston to atlanta sometime after 5 pm,bạn có thể cho tôi biết các chuyến bay đi từ boston đến atlanta vào lúc sau 5 giờ chiều không,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
3750,what flights do you have from milwaukee to tampa,bạn có chuyến bay nào từ milwaukee đến tampa,O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3751,show me all the flights on northwest airlines from new york to milwaukee to los angeles,chỉ cho tôi tất cả các chuyến bay của các hãng hàng không phía tây bắc từ new york đến milwaukee đến los angeles,O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-stoploc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
3752,does dl stand for delta,dl viết tắt của delta,O O B-airline_code O O B-airline_name,atis_abbreviation
3753,which flights are between boston and baltimore washington,chuyến bay nào giữa boston và baltimore washington,O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name,atis_flight
3754,flights from denver to seattle on saturday morning on continental,flights from denver to seattle on saturday morning on continental,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-airline_name,atis_flight
3755,i want a flight on twa from boston to san francisco,tôi muốn một chuyến bay trên twa từ boston đến san francisco,O O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
3756,first class round trip airfare from indianapolis to memphis,vé máy bay khứ hồi hạng nhất từ ​​indianapolis đến memphis,O B-class_type I-class_type B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
3757,please list the morning flights from st. louis to st. paul,xin vui lòng liệt kê các chuyến bay buổi sáng từ st. louis đến st. paul,O O O O B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
3758,show flights first class on american airlines between dallas and philadelphia,show flights first class on american airlines between dallas and philadelphia,O O O B-class_type I-class_type O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
3759,give me the continental flights from chicago to seattle on saturday morning,give me the continental flights from chicago to seattle on saturday morning,O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
3760,flight will start from boston,chuyến bay sẽ bắt đầu từ boston,O O O O O B-fromloc.city_name,atis_flight
3761,show me the flights from denver to atlanta on friday,chỉ cho tôi các chuyến bay từ denver đến atlanta vào thứ sáu,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
3762,round trip flights between houston and las vegas,các chuyến bay khứ hồi giữa houston và las vegas,O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
3763,show me continental flights leaving chicago on saturday morning,cho tôi xem các chuyến bay lục địa rời Chicago vào sáng thứ bảy,O O O B-airline_name O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
3764,what flights are available friday from philadelphia to oakland,what flights are available friday from philadelphia to oakland,O O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
3765,list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,O O O B-flight_stop O O B-arrive_date.day_name B-arrive_date.month_name B-arrive_date.day_number O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time,atis_flight
3766,list all the airlines that service denver,liệt kê tất cả các hãng hàng không phục vụ denver,O O O O O O O B-city_name,atis_airline
3767,show me the type of aircraft that cp uses,show me the type of aircraft that cp uses,O O O O O O O O B-airline_code O,atis_aircraft
3768,what is the latest flight between washington and boston,chuyến bay muộn nhất giữa washington và boston là gì,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3769,what are the different classes of service and the prices for us air,what are the different classes of service and the prices for us air,O O O O O O O O O O O O B-airline_name I-airline_name,atis_airfare
3770,please list nonstop twa flights from las vegas to new york,please list nonstop twa flights from las vegas to new york,O O O B-flight_stop B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
3771,would you tell me the cheapest one way fare from boston to oakland,bạn có thể cho tôi biết giá vé một chiều rẻ nhất từ ​​boston đến Oakland không,O O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
3772,please list all flights from denver to philadelphia two saturdays from now,please list all flights from denver to philadelphia two saturdays from now,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O O,atis_flight
3773,does american airlines offer a flight from boston to oakland which stops in denver,does american airlines offer a flight from boston to oakland which stops in denver,O O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name,atis_flight
3774,show me the flights from salt lake city to milwaukee,chỉ cho tôi các chuyến bay từ thành phố hồ muối đến milwaukee,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
3775,please give me the flights available from boston to pittsburgh on wednesday of next week,please give me the flights available from boston to pittsburgh on wednesday of next week,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O,atis_flight
3776,what flights go from boston to san francisco with a stop in dallas,những chuyến bay nào đi từ boston đến san francisco với điểm dừng ở dallas,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
3777,what's the last flight from houston to dallas,chuyến bay cuối cùng từ houston đến dallas là gì,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
3778,flights from denver to pittsburgh on wednesday,flights from denver to pittsburgh on wednesday,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
3779,what does restriction ap 57,what does restriction ap 57,O O O O B-restriction_code I-restriction_code,atis_abbreviation
3780,now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time,atis_flight
3781,what airline is dl 98,dl 98 là hãng hàng không nào,O O O O B-airline_code B-flight_number,atis_airline
3782,list all the flights that arrive at general mitchell international airport,list all the flights that arrive at general mitchell international airport,O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name I-toloc.airport_name,atis_flight
3783,can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,bạn có thể cho tôi thông tin về tất cả các chuyến bay từ san francisco no từ pittsburgh đến san francisco vào thứ hai không,O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
3784,i'd like to fly from atlanta to denver on august twenty ninth,tôi muốn bay từ atlanta đến denver vào ngày hai mươi chín tháng tám,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
3785,please find the cheapest fare from boston to san francisco,please find the cheapest fare from boston to san francisco,O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
3786,on the 8 am flight from san francisco to atlanta what type of aircraft is used,trên chuyến bay 8 giờ sáng từ san francisco đến atlanta loại máy bay nào được sử dụng,O O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O O,atis_aircraft
