,En,VN,IOB,Intent
233,please show me the return flights from miami to new york,làm ơn chỉ cho tôi các chuyến bay khứ hồi từ miami đến new york,O O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
234,ground transportation in baltimore,giao thông mặt đất ở Baltimore,O O O O B-city_name,atis_ground_service
235,show me flights from denver to atlanta on june sixteenth,chỉ cho tôi các chuyến bay từ Denver đến Atlanta vào ngày 16 tháng 6,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
236,show me the cheapest flights from san francisco to boston,chỉ cho tôi các chuyến bay rẻ nhất từ ​​san francisco đến boston,O O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
237,what are the rental car rates in san francisco,giá thuê xe ở San francisco là bao nhiêu,O O O O B-transport_type I-transport_type O O B-city_name I-city_name,atis_ground_fare
238,explain fare code qx,giải thích mã giá vé qx,O O O O B-fare_basis_code,atis_abbreviation
239,i would like to fly from pittsburgh to san francisco,tôi muốn bay từ pittsburgh đến san francisco,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
240,i'm trying to find a flight from columbus to phoenix through cincinnati,tôi đang cố gắng tìm một chuyến bay từ columbus đến phượng hoàng qua cincinnati,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name,atis_flight
241,show me the flights from salt lake city to st. petersburg on wednesday,chỉ cho tôi các chuyến bay từ thành phố hồ muối đến st. petersburg vào thứ tư,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
242,show me all ground transportation in washington dc,chỉ cho tôi tất cả các phương tiện giao thông mặt đất ở Washington dc,O O O O O O O B-city_name B-state_code,atis_ground_service
243,i'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible,"Tôi muốn một vé từ denver đến atlanta với điểm dừng ở pittsburgh, điều này có thể không",O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O O O,atis_airfare
244,show me the airlines that fly from san francisco to boston,chỉ cho tôi các hãng hàng không bay từ san francisco đến boston,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_airline
245,do you have a flight from atlanta to baltimore nonstop on a boeing 757 arriving baltimore around 7 pm,bạn có chuyến bay thẳng từ Atlanta đến Baltimore trên con tàu 757 đến Baltimore vào khoảng 7 giờ tối không,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop O O O B-aircraft_code O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
246,show me flights available from atlanta to baltimore leaving on monday morning,chỉ cho tôi các chuyến bay có sẵn từ atlanta đến Baltimore khởi hành vào sáng thứ hai,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
247,can you list all flights from toronto to san diego,bạn có thể liệt kê tất cả các chuyến bay từ Toronto đến san diego không,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
248,please give me direct morning flights from pittsburgh to atlanta,làm ơn cho tôi chuyến bay buổi sáng trực tiếp từ pittsburgh đến atlanta,O O O O B-connect B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name,atis_flight
249,is there limousine service available at baltimore airport,có dịch vụ xe limousine ở sân bay baltimore không,O O O B-transport_type O O O B-airport_name I-airport_name,atis_ground_service
250,show me the flights from toronto to salt lake city which leave toronto after 6 pm,chỉ cho tôi các chuyến bay từ Toronto đến thành phố hồ muối rời khỏi Toronto sau 6 giờ chiều,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
251,can i get a rental car in dallas,tôi có thể thuê xe hơi ở dallas không,O O O O O B-transport_type I-transport_type O B-city_name,atis_ground_service
252,i need a listing of flights from new york city to montreal canada departing thursday in the morning,tôi cần danh sách các chuyến bay từ thành phố new york đến montreal canada khởi hành vào sáng thứ năm,O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.country_name O B-depart_date.day_name O O B-depart_time.period_of_day,atis_flight
253,i'd like to find the cheapest one way fare from baltimore to denver,tôi muốn tìm giá vé một chiều rẻ nhất từ ​​Baltimore đến Denver,O O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
254,show me flights from baltimore to philadelphia please,vui lòng chỉ cho tôi các chuyến bay từ baltimore đến philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
255,how much does the american airlines flight 71 from dallas to san francisco cost,Chuyến bay 71 của hãng hàng không Mỹ từ Dallas đến san francisco giá bao nhiêu,O O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,atis_airfare
256,what is the earliest flight arriving in charlotte from st. louis on friday,chuyến bay sớm nhất đến charlotte từ st. louis vào thứ sáu,O O O O B-flight_mod O O O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O B-arrive_date.day_name,atis_flight
257,show me the cheapest flights round trip from new york to san jose,chỉ cho tôi các chuyến bay khứ hồi rẻ nhất từ ​​New York đến san jose,O O O O B-cost_relative O B-round_trip I-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
258,first class round trip airfare from indianapolis to memphis,vé máy bay khứ hồi hạng nhất từ ​​indianapolis đến memphis,O B-class_type I-class_type B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
259,tell me about ground transportation at san francisco,cho tôi biết về phương tiện giao thông mặt đất ở san francisco,O O O O O O O B-city_name I-city_name,atis_ground_service
260,show flights from denver to oakland that arrive after 12 o'clock,hiển thị các chuyến bay từ denver đến Oakland đến sau 12 giờ,O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
261,please list the flights from dallas fort worth to dc baltimore on july twenty third,vui lòng liệt kê các chuyến bay từ pháo đài dallas đáng giá đến dc Baltimore vào ngày 23 tháng 7,O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.state_code B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
262,i want to fly from philadelphia to dallas to san francisco on monday july eighth,tôi muốn bay từ philadelphia đến dallas đến san francisco vào thứ hai ngày 8 tháng 7,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number,atis_flight
263,how many nonstop flights going from dallas to oakland july twenty seventh,có bao nhiêu chuyến bay thẳng đi từ dallas đến Oakland ngày 27 tháng 7,O O O B-flight_stop O O O B-fromloc.city_name O B-toloc.city_name B-arrive_date.month_name B-arrive_date.day_number I-arrive_date.day_number,atis_quantity
264,show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth,chỉ cho tôi chuyến bay có chỗ ngồi nhỏ nhất rời pittsburgh và đến Baltimore vào ngày mười bốn tháng sáu,O O O O O O O B-mod O O O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number,atis_flight
265,flight from long beach to columbus on twenty seventh,chuyến bay từ bãi biển dài đến columbus vào ngày 27,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number,atis_flight
266,what are the classes of service for continental airlines,các hạng dịch vụ của các hãng hàng không lục địa là gì,O O O O O O O O B-airline_name I-airline_name,atis_flight
267,what is the earliest flight from boston to bwi that serves a snack,chuyến bay sớm nhất từ ​​boston đến bwi có phục vụ đồ ăn nhẹ là gì,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.airport_code O O O B-meal_description,atis_flight
268,show me flights from washington dc to san francisco with a stopover in denver,chỉ cho tôi các chuyến bay từ washington dc đến san francisco với một điểm dừng chân ở denver,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
269,what airlines flies out of atlanta,những hãng hàng không nào bay ra khỏi Atlanta,O O O O O O B-fromloc.city_name,atis_airline
270,list flights from houston to memphis june twenty ninth,liệt kê các chuyến bay từ houston đến memphis tháng sáu hai mươi chín,O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
271,i need a late flight from san francisco to boston on wednesday,tôi cần một chuyến bay muộn từ san francisco đến boston vào thứ tư,O O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
272,what type of aircraft leaves from boston to washington dc at 9 am,loại máy bay nào khởi hành từ boston đến Washington dc lúc 9 giờ sáng,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_time.time I-depart_time.time,atis_aircraft
273,flights from baltimore to san francisco,các chuyến bay từ Baltimore đến san francisco,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
274,show me all flights that arrive in philadelphia from baltimore denver or pittsburgh,chỉ cho tôi tất cả các chuyến bay đến philad Philadelphia từ baltimore denver hoặc pittsburgh,O O O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name B-or B-fromloc.city_name,atis_flight
275,i'm looking for flights from pittsburgh to philadelphia leaving before 9 am,tôi đang tìm các chuyến bay từ pittsburgh đến philadelphia khởi hành trước 9 giờ sáng,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
276,what is the distance from boston airport to boston,khoảng cách từ sân bay boston đến boston là bao nhiêu,O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name,atis_distance
277,i'd like the cheapest one way fare from boston to atlanta please,tôi muốn có giá vé một chiều rẻ nhất từ ​​boston đến atlanta,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O,atis_airfare
278,show me flights between new york city and las vegas on sunday,chỉ cho tôi các chuyến bay giữa thành phố new york và las vegas vào chủ nhật,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
279,what is the cheapest one way fare from boston to baltimore,giá vé một chiều rẻ nhất từ ​​Boston đến Baltimore là bao nhiêu,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
280,weekday flights from san francisco to denver,các chuyến bay trong tuần từ san francisco đến Denver,O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
281,show me the nonstop flights from nashville to st. louis,chỉ cho tôi các chuyến bay thẳng từ nashville đến st. louis,O O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
282,i'd like to find a flight from miami florida to las vegas nevada that would arrive before 4 pm on sunday,tôi muốn tìm một chuyến bay từ miami florida đến las vegas nevada sẽ đến trước 4 giờ chiều chủ nhật,O O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name,atis_flight
283,show me the lowest price from dallas to baltimore,chỉ cho tôi mức giá thấp nhất từ ​​dallas đến Baltimore,O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name,atis_flight
284,i'd like to book the cheapest one way flight from denver to pittsburgh on july fifteenth,tôi muốn đặt chuyến bay một chiều rẻ nhất từ ​​denver đến pittsburgh vào ngày mười lăm tháng bảy,O O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
285,how many flights are there between san francisco and philadelphia on august eighteenth,có bao nhiêu chuyến bay giữa san francisco và philadelphia vào ngày 18 tháng 8,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_quantity
286,please list all available flights from oakland california to philadelphia on wednesday,vui lòng liệt kê tất cả các chuyến bay có sẵn từ Oakland california đến philadelphia vào thứ tư,O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
287,how much is a first class ticket from baltimore to san francisco,vé hạng nhất từ ​​Baltimore đến san francisco là bao nhiêu,O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
288,list all flights from new york to las vegas that fly nonstop on sunday and list flights from memphis to las vegas that fly nonstop on sunday,liệt kê tất cả các chuyến bay từ new york đến las vegas bay thẳng vào chủ nhật và liệt kê các chuyến bay từ memphis đến las vegas bay thẳng vào chủ nhật,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-flight_stop O B-depart_date.day_name O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-flight_stop O B-depart_date.day_name,atis_flight
289,show me the latest flight from las vegas to denver,chỉ cho tôi chuyến bay mới nhất từ ​​las vegas đến denver,O O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
290,i want information on flights from atlanta to washington dc give me information on flights after 4 pm on wednesday,tôi muốn biết thông tin về các chuyến bay từ atlanta đến washington dc cho tôi thông tin về các chuyến bay sau 4 giờ chiều ngày thứ tư,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
291,i need to fly from kansas city to chicago leaving next wednesday and returning the following day,tôi cần bay từ thành phố kansas đến Chicago khởi hành vào ngày thứ tư tới và trở về vào ngày hôm sau,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.date_relative B-depart_date.day_name O O B-return_date.date_relative I-return_date.date_relative I-return_date.date_relative,atis_flight
292,i need a flight from st. petersburg to miami for thursday,tôi cần một chuyến bay từ st. petersburg đến miami vào thứ năm,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
293,list the cheapest one way flight from miami florida to charlotte north carolina,danh sách chuyến bay một chiều rẻ nhất từ ​​miami florida đến charlotte North carolina,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name I-toloc.state_name,atis_flight
294,are there any flights on us air from pittsburgh to atlanta on wednesday,có chuyến bay nào của chúng tôi từ pittsburgh đến atlanta vào thứ tư không,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
295,what is the least expensive flight from atlanta to boston,chuyến bay nào rẻ nhất từ ​​atlanta đến boston,O O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_flight
296,what are the flights from orlando to kansas city,các chuyến bay từ orlando đến kansas city là gì,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
297,show me the flights from baltimore to dallas,chỉ cho tôi các chuyến bay từ Baltimore đến dallas,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
298,show first flight from boston to philadelphia,hiển thị chuyến bay đầu tiên từ boston đến philadelphia,O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
299,i would like the earliest morning flight from atlanta to philadelphia on wednesday morning,tôi muốn có chuyến bay sớm nhất vào buổi sáng từ atlanta đến philadelphia vào sáng thứ tư,O O O O O B-flight_mod B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
300,list types of aircraft that fly between boston and san francisco,liệt kê các loại máy bay bay giữa boston và san francisco,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_aircraft
301,i want to fly from boston to san francisco,tôi muốn bay từ boston đến san francisco,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
302,first flights from pittsburgh to atlanta on a thursday,các chuyến bay đầu tiên từ pittsburgh đến atlanta vào một ngày thứ năm,O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name,atis_flight
303,please list the friday night flights from st. paul to kansas city,xin vui lòng liệt kê các chuyến bay đêm thứ sáu từ st. paul đến thành phố kansas,O O O O B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
304,what are the seating capacities of planes between pittsburgh and baltimore,sức chứa của máy bay giữa pittsburgh và baltimore là bao nhiêu,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_capacity
305,i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm,tôi cần một chuyến bay từ thành phố kansas đến Chicago khởi hành thứ tư và đến Chicago vào khoảng 7 giờ tối,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
306,information on ground transportation from airport to downtown boston,thông tin về phương tiện giao thông mặt đất từ ​​sân bay đến trung tâm thành phố boston,O O O O O O O O O B-toloc.city_name,atis_ground_service
307,what flights go from newark to boston after 5 pm,những chuyến bay nào đi từ newark đến boston sau 5 giờ chiều,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
308,what flights go from boston to pittsburgh after 6 o'clock next tuesday,những chuyến bay nào đi từ boston đến pittsburgh sau 6 giờ vào thứ ba tới,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.date_relative B-depart_date.day_name,atis_flight
309,i want to fly from boston to baltimore,tôi muốn bay từ boston đến baltimore,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
310,i'd like flights on american from philadelphia to dallas arriving before 1145 am,tôi muốn các chuyến bay của người Mỹ từ philadelphia đến dallas sẽ đến trước 11 giờ 45 phút sáng,O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
311,what is the earliest united airlines flight flying from denver to baltimore and arriving on july fourth,chuyến bay sớm nhất của hãng hàng không thống nhất bay từ Denver đến Baltimore và đến vào ngày 4 tháng 7 là gì,O O O O B-flight_mod B-airline_name I-airline_name O O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_date.month_name B-arrive_date.day_number,atis_flight
312,what flights are available from atlanta to oakland with one way economy fares,có những chuyến bay nào từ Atlanta đến Oakland với giá vé phổ thông một chiều,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-round_trip I-round_trip B-economy O,atis_flight
313,what planes does united use,máy bay thống nhất sử dụng những gì,O O O O B-airline_name O,atis_aircraft
314,show me the flights from denver to las vegas,chỉ cho tôi các chuyến bay từ denver đến las vegas,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
315,list the flights between san jose and houston,liệt kê các chuyến bay giữa san jose và houston,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
316,find me flights that are nonstop between boston and dallas,tìm cho tôi các chuyến bay thẳng giữa boston và dallas,O O O O O O B-flight_stop O B-fromloc.city_name O B-toloc.city_name,atis_flight
317,find the cheapest one way fare from boston to oakland,tìm giá vé một chiều rẻ nhất từ ​​Boston đến Oakland,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
318,i'd like a flight tomorrow from san diego to toronto,tôi muốn một chuyến bay vào ngày mai từ san diego đến to Toronto,O O O O O B-depart_date.today_relative O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
319,what are the flights from kansas city to burbank on saturday may twenty two on america west,Các chuyến bay từ thành phố kansas đến burbank vào thứ bảy ngày 22 tháng 5 ở phía tây nước Mỹ là gì,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-airline_name I-airline_name,atis_flight
320,show me the flights from philadelphia to baltimore,chỉ cho tôi các chuyến bay từ Philadelphia đến Baltimore,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
321,what are the early weekday flights from san francisco to pittsburgh,các chuyến bay đầu tuần từ san francisco đến pittsburgh là gì,O O O O B-flight_mod O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
322,flights from indianapolis to seattle washington,các chuyến bay từ indianapolis đến Seattle washington,O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name,atis_flight
323,flights from atlanta to washington dc on thursday morning,các chuyến bay từ Atlanta đến washington dc vào sáng thứ năm,O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
324,flights from phoenix to las vegas,các chuyến bay từ Phoenix đến Las vegas,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
325,now show me the flights from denver to philadelphia on a saturday,bây giờ hãy chỉ cho tôi các chuyến bay từ denver đến philadelphia vào một ngày thứ bảy,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name,atis_flight
326,please give me the prices for all flights from philadelphia to denver airport next sunday,vui lòng cho tôi biết giá của tất cả các chuyến bay từ philad Philadelphia đến sân bay denver vào chủ nhật tới,O O O O O O O O O O B-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name B-depart_date.date_relative B-depart_date.day_name,atis_airfare
327,show me the flights from baltimore to boston,chỉ cho tôi các chuyến bay từ baltimore đến boston,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
328,on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555,trên chuyến bay đông 825 bay từ atlanta đến denver bạn có thể cho tôi biết loại máy bay nào được sử dụng trên chuyến bay khi nó khởi hành lúc 555 không,O O B-airline_name O B-flight_number O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O O O O O O O B-depart_time.time,atis_flight
329,what flights from burbank to milwaukee leave burbank tomorrow,chuyến bay nào từ burbank đến milwaukee rời burbank vào ngày mai,O O O O B-fromloc.city_name O B-toloc.city_name O B-fromloc.city_name B-depart_date.today_relative,atis_flight
330,show all airlines flying from pittsburgh to san francisco,hiển thị tất cả các hãng hàng không bay từ pittsburgh đến san francisco,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airline
331,is there ground transportation from the milwaukee airport to the downtown area,có phương tiện giao thông mặt đất từ ​​sân bay milwaukee đến khu vực trung tâm thành phố không,O O O O O O O B-airport_name I-airport_name O O O O,atis_ground_service
332,i want to fly from atlanta to philadelphia nonstop,tôi muốn bay thẳng từ atlanta đến philadelphia,O O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop,atis_flight
333,what is the cheapest flight from washington to san francisco on friday,chuyến bay nào rẻ nhất từ ​​washington đến San francisco vào thứ sáu,O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
334,could you give me the schedule of flights for american and delta to dfw on august fifteenth,bạn có thể cho tôi lịch trình các chuyến bay từ Mỹ và đồng bằng đến dfw vào ngày 15 tháng 8 được không,O O O O O O B-flight_time O O O B-airline_name O B-airline_name O B-toloc.airport_code O B-depart_date.month_name B-depart_date.day_number,atis_flight_time
335,what is the cost for these flights from baltimore to philadelphia,Chi phí cho những chuyến bay này từ Baltimore đến Philadelphia là bao nhiêu,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
336,i want to travel from philadelphia to san francisco with a stopover in dallas,tôi muốn đi từ Philadelphia đến san francisco với một điểm dừng chân ở dallas,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
337,show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm,chỉ cho tôi tất cả các chuyến bay cả trực tiếp và nối chuyến từ pháo đài dallas đến san francisco hoặc oakland khởi hành sau 7 giờ tối,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
338,show me all flights from pittsburgh to dallas,hiển thị cho tôi tất cả các chuyến bay từ pittsburgh đến dallas,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
339,dallas to san francisco leaving after 4 in the afternoon please,dallas đến san francisco khởi hành sau 4 giờ chiều,O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day O,atis_flight
340,i'm trying to make a connection between denver and san francisco does delta airline fly between those two,tôi đang cố kết nối giữa denver và san francisco có hãng hàng không delta bay giữa hai người đó không,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O O O,atis_flight
341,is there a flight around 3 pm from charlotte to minneapolis,có chuyến bay nào khoảng 3 giờ chiều từ charlotte đến minneapolis không,O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name,atis_flight
342,flights from long beach to nashville,các chuyến bay từ bãi biển dài đến nashville,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
343,what is the cheapest flight from long beach to memphis,chuyến bay rẻ nhất từ ​​bãi biển dài đến memphis là gì,O O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
344,show me all the flights from boston to denver that serve lunch,chỉ cho tôi tất cả các chuyến bay từ boston đến denver có phục vụ bữa trưa,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-meal_description,atis_flight
345,what is the latest flight leaving newark for los angeles wednesday,chuyến bay muộn nhất rời Newark đi Los Angeles vào ngày thứ tư là gì,O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name,atis_flight
346,flight from philadelphia to dallas arriving before 4 pm on saturday,chuyến bay từ philadelphia đến dallas đến trước 4 giờ chiều vào thứ bảy,O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name,atis_flight
347,what is fare code f,mã giá vé f là gì,O O O O O B-fare_basis_code,atis_abbreviation
348,how many fare codes belong to economy class,có bao nhiêu mã giá vé thuộc hạng phổ thông,O O O O O O O B-economy I-economy,atis_quantity
349,show me the cheapest round trip fare from baltimore to dallas,chỉ cho tôi giá vé khứ hồi rẻ nhất từ ​​Baltimore đến dallas,O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
350,which northwest flights stop in denver before noon,chuyến bay nào về phía tây bắc dừng ở Denver trước buổi trưa,O O B-airline_name O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time,atis_flight
351,what are the most expensive first class tickets between atlanta and dallas,vé hạng nhất đắt nhất giữa atlanta và dallas là gì,O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
352,fly from denver to philadelphia on continental,bay từ denver đến philadelphia trên lục địa,O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name,atis_flight
